Geographic code,Year,Race,Sex,Age group,Person-years,Mortality rate,No. of deaths,Rate Lower bound,Rate upper bound,Expected no. of deaths,Sparse content indicator
12127,2000-2004,W,M,All,993737,9.5086,140,7.9043,11.1128,122.05,0
12129,2000-2004,W,M,All,56006,8.0169,4,0,19.4865,3.41,1
12131,2000-2004,W,M,All,102572,9.3068,8,2.0138,16.5999,8.33,1
12133,2000-2004,W,M,All,45830,9.1879,5,0,19.4444,3.83,1
13001,2000-2004,W,M,All,35444,13.0003,3,0,29.7508,2.16,1
13003,2000-2004,W,M,All,15470,0,0,0,18.4628,0.78,1
13005,2000-2004,W,M,All,20927,15.0372,3,0,36.4633,1.36,1
13007,2000-2004,W,M,All,4787,0,0,0,32.8215,0.32,1
13009,2000-2004,W,M,All,65693,20.2244,7,3.9611,36.4876,4.11,1
13011,2000-2004,W,M,All,36559,0,0,0,11.7495,2.01,1
13013,2000-2004,W,M,All,111062,7.9431,4,0,17.3355,4.83,1
13015,2000-2004,W,M,All,183789,8.3685,9,1.6409,15.096,8.58,1
13017,2000-2004,W,M,All,28360,3.3724,1,0,16.2907,1.96,1
13019,2000-2004,W,M,All,35768,0,0,0,10.7918,2.3,1
13021,2000-2004,W,M,All,178978,6.5437,13,2.74,10.3473,15.14,0
13023,2000-2004,W,M,All,21277,0,0,0,13.408,1.57,1
13025,2000-2004,W,M,All,36160,0,0,0,12.7217,1.91,1
13027,2000-2004,W,M,All,24233,4.373,1,0,17.3373,2.1,1
13029,2000-2004,W,M,All,52926,13.1075,4,0,29.931,2.14,1
13031,2000-2004,W,M,All,100975,9.7925,6,0.5573,19.0276,5.29,1
13033,2000-2004,W,M,All,27310,9.0412,2,0,26.5715,1.66,1
13035,2000-2004,W,M,All,38875,9.8276,3,0,25.3507,2.05,1
13037,2000-2004,W,M,All,6745,0,0,0,23.703,0.47,1
13039,2000-2004,W,M,All,88885,6.5991,1,0,21.9733,2.63,1
13043,2000-2004,W,M,All,18094,5.075,1,0,20.6237,1.45,1
13045,2000-2004,W,M,All,193082,10.143,11,3.2311,17.0548,9.88,1
13047,2000-2004,W,M,All,133365,9.3884,9,1.5019,17.275,7.81,1
13049,2000-2004,W,M,All,19104,10.6952,1,0,35.5384,1.03,1
13051,2000-2004,W,M,All,326465,6.5335,23,3.6813,9.3857,25.81,0
13053,2000-2004,W,M,All,32214,0,0,0,36.5884,0.27,1
13055,2000-2004,W,M,All,57532,6.619,3,0,16.4302,4,1
13057,2000-2004,W,M,All,379536,10.5777,17,5.1464,16.009,13.71,0
13059,2000-2004,W,M,All,177335,7.7502,7,1.617,13.8834,7.96,1
13061,2000-2004,W,M,All,3092,0,0,0,25.7557,0.4,1
13063,2000-2004,W,M,All,237238,11.7838,23,6.5503,17.0173,13.92,0
13065,2000-2004,W,M,All,11580,17.2311,1,0,54.0046,0.74,1
13067,2000-2004,W,M,All,1198649,6.9784,43,4.702,9.2548,54.19,0
13069,2000-2004,W,M,All,69085,5.1558,2,0,14.8956,3.63,1
13071,2000-2004,W,M,All,82110,7.2279,5,0,14.6476,5.42,1
13073,2000-2004,W,M,All,194732,6.6862,8,1.4858,11.8867,9.08,1
13075,2000-2004,W,M,All,27819,19.1921,4,0,39.6582,1.84,1
13077,2000-2004,W,M,All,199438,10.8155,14,3.7071,17.9238,8.84,0
13079,2000-2004,W,M,All,24479,15.9757,2,0,43.6919,1.08,1
13081,2000-2004,W,M,All,29504,7.0718,2,0,20.3775,2.34,1
13083,2000-2004,W,M,All,37709,5.9501,2,0,18.9973,2.25,1
13085,2000-2004,W,M,All,43837,0,0,0,11.8319,2.32,1
13087,2000-2004,W,M,All,40609,7.8783,3,0,19.3544,2.89,1
13089,2000-2004,W,M,All,674540,7.2366,39,4.8476,9.6256,44.74,0
13091,2000-2004,W,M,All,33862,0,0,0,10.8101,2.33,1
13093,2000-2004,W,M,All,14762,16.7065,2,0,43.6173,1.01,1
13095,2000-2004,W,M,All,85321,8.4219,9,1.706,15.1377,7.93,1
13097,2000-2004,W,M,All,182878,8.1551,10,2.2591,14.0512,8.6,1
13099,2000-2004,W,M,All,14685,5.8742,1,0,21.4028,1.58,1
13101,2000-2004,W,M,All,9793,31.649,1,0,97.084,0.36,1
13103,2000-2004,W,M,All,88334,9.0716,5,0,20.1039,3.74,1
13105,2000-2004,W,M,All,35099,6.025,2,0,17.3894,2.82,1
13107,2000-2004,W,M,All,36321,5.6028,2,0,16.9609,2.73,1
13109,2000-2004,W,M,All,18059,19.2152,3,0,43.7732,1.24,1
13111,2000-2004,W,M,All,49735,5.4102,4,0,13.6355,4.82,1
13113,2000-2004,W,M,All,196771,3.4336,7,0,8.3845,11.11,1
13115,2000-2004,W,M,All,191097,4.5944,8,0.0181,9.1708,13.31,1
13117,2000-2004,W,M,All,284684,4.4415,6,0,9.3831,10.54,1
13119,2000-2004,W,M,All,46034,3.7732,1,0,13.757,3.52,1
13121,2000-2004,W,M,All,1146094,7.07,45,4.9329,9.2071,53.19,0
13123,2000-2004,W,M,All,61923,4.5926,2,0,13.979,4.09,1
13125,2000-2004,W,M,All,5649,14.5941,1,0,50.1238,0.48,1
13127,2000-2004,W,M,All,121863,5.9493,8,1.2941,10.6046,10.44,1
13129,2000-2004,W,M,All,111153,6.4062,5,0,14.4812,5.66,1
13131,2000-2004,W,M,All,40675,5.9052,2,0,16.7747,2.98,1
13133,2000-2004,W,M,All,21285,0,0,0,12.9541,1.9,1
13135,2000-2004,W,M,All,1237534,6.5389,33,4.1012,8.9767,41.03,0
13137,2000-2004,W,M,All,87416,1.8752,1,0,8.1709,6.27,1
13139,2000-2004,W,M,All,350735,8.3954,17,4.1581,12.6328,16.33,0
13141,2000-2004,W,M,All,6459,0,0,0,22.905,0.52,1
13143,2000-2004,W,M,All,61837,3.3714,2,0,12.7199,3.82,1
13145,2000-2004,W,M,All,50301,2.8631,1,0,13.5269,2.97,1
13147,2000-2004,W,M,All,45687,8.222,4,0,18.0051,4.02,1
13149,2000-2004,W,M,All,24428,6.9765,1,0,25.8431,1.3,1
13151,2000-2004,W,M,All,269852,5.3988,8,1.0921,9.7054,11.13,1
13153,2000-2004,W,M,All,209418,9.2625,12,3.2604,15.2646,11.26,0
13155,2000-2004,W,M,All,18241,16.5028,3,0,38.7417,1.31,1
13157,2000-2004,W,M,All,103480,9.2061,6,0.8978,17.5144,5.34,1
13159,2000-2004,W,M,All,22444,3.7122,1,0,20.3178,1.3,1
13161,2000-2004,W,M,All,26712,13.0828,3,0,31.5952,1.65,1
13163,2000-2004,W,M,All,18182,4.9287,1,0,20.2374,1.56,1
13165,2000-2004,W,M,All,12702,6.4406,1,0,26.8992,0.96,1
13167,2000-2004,W,M,All,14152,9.941,1,0,32.7273,1.16,1
13169,2000-2004,W,M,All,46913,0,0,0,10.9229,2.45,1
13171,2000-2004,W,M,All,27656,12.1072,3,0,29.4847,1.97,1
13173,2000-2004,W,M,All,13520,0,0,0,20.3416,0.72,1
13175,2000-2004,W,M,All,71923,3.6149,2,0,11.0511,5.6,1
13177,2000-2004,W,M,All,57176,3.4915,1,0,17.9071,1.93,1
13179,2000-2004,W,M,All,82248,8.9884,2,0,26.13,2.07,1
13181,2000-2004,W,M,All,13699,0,0,0,21.0663,1.03,1
13183,2000-2004,W,M,All,20107,14.062,1,0,52.9594,0.57,1
13185,2000-2004,W,M,All,151539,7.0456,7,0.72,13.3711,7.58,1
13187,2000-2004,W,M,All,53766,1.7451,1,0,12.1621,2.75,1
13189,2000-2004,W,M,All,31570,18.9686,6,1.2021,36.7351,2.12,1
13191,2000-2004,W,M,All,17596,3.7203,1,0,20.1579,1.28,1
13193,2000-2004,W,M,All,14424,7.8485,1,0,28.3515,1.11,1
13195,2000-2004,W,M,All,59774,3.1814,2,0,12.9655,3.4,1
13197,2000-2004,W,M,All,11787,6.5751,1,0,33.1849,0.6,1
13199,2000-2004,W,M,All,31978,5.7576,2,0,17.4882,2.52,1
13201,2000-2004,W,M,All,10875,7.6575,1,0,28.2521,1.04,1
13205,2000-2004,W,M,All,31451,27.7367,7,5.6204,49.853,2.02,1
13207,2000-2004,W,M,All,41118,4.9699,1,0,18.815,2.27,1
13209,2000-2004,W,M,All,15780,12.929,1,0,42.9723,0.85,1
13211,2000-2004,W,M,All,29203,7.2631,2,0,21.9509,1.95,1
13213,2000-2004,W,M,All,95373,7.3088,5,0,17.4166,3.85,1
13215,2000-2004,W,M,All,237645,9.1283,20,4.9425,13.314,16.39,0
13217,2000-2004,W,M,All,129178,13.2681,11,4.9341,21.6021,6.57,1
13219,2000-2004,W,M,All,62152,6.1543,3,0,17.8022,2.93,1
13221,2000-2004,W,M,All,25702,3.1546,1,0,17.7029,1.55,1
13223,2000-2004,W,M,All,211874,13.0483,10,3.5166,22.58,6.45,1
13225,2000-2004,W,M,All,33182,5.6635,2,0,19.8551,1.97,1
13227,2000-2004,W,M,All,61797,6.5749,3,0,16.7147,4.08,1
13229,2000-2004,W,M,All,35338,5.9505,2,0,19.5221,2.11,1
13231,2000-2004,W,M,All,31452,8.4399,2,0,24.6612,1.77,1
13233,2000-2004,W,M,All,84705,7.8425,5,0,16.7073,5.25,1
13235,2000-2004,W,M,All,14709,4.6459,1,0,22.0345,1.16,1
13237,2000-2004,W,M,All,33674,2.5092,1,0,14.1009,2.88,1
13239,2000-2004,W,M,All,3265,0,0,0,24.6735,0.44,1
13241,2000-2004,W,M,All,37659,14.1928,5,0.8492,27.5364,3.4,1
13243,2000-2004,W,M,All,7233,19.6304,1,0,60.9673,0.65,1
13245,2000-2004,W,M,All,226130,9.9577,20,5.4,14.5155,15.79,0
13247,2000-2004,W,M,All,134656,11.0339,8,1.6632,20.4045,7.61,1
13249,2000-2004,W,M,All,6672,0,0,0,27.4977,0.37,1
13251,2000-2004,W,M,All,20472,7.688,2,0,23.5588,1.71,1
13253,2000-2004,W,M,All,14749,28.455,2,0,69.1362,1.23,1
13255,2000-2004,W,M,All,99040,2.4679,2,0,9.1398,6.68,1
13257,2000-2004,W,M,All,53202,11.3501,6,1.0476,21.6526,4.37,1
13259,2000-2004,W,M,All,4761,0,0,0,22.0566,0.53,1
13261,2000-2004,W,M,All,39962,0,0,0,8.8022,3.23,1
13263,2000-2004,W,M,All,6468,10.0481,1,0,38.9209,0.56,1
13265,2000-2004,W,M,All,1814,26.7379,1,0,85.3621,0.27,1
13267,2000-2004,W,M,All,41020,17.1083,6,1.1246,33.0921,2.43,1
13269,2000-2004,W,M,All,12935,5.4792,1,0,24.7777,0.98,1
13271,2000-2004,W,M,All,18570,4.5651,1,0,20.888,1.35,1
13273,2000-2004,W,M,All,10167,7.667,1,0,30.1378,0.93,1
13275,2000-2004,W,M,All,62540,8.2489,5,0,16.9569,5,1
13277,2000-2004,W,M,All,68855,6.353,4,0,15.634,4.32,1
13279,2000-2004,W,M,All,47929,1.7061,1,0,11.9333,2.87,1
13281,2000-2004,W,M,All,22876,7.8533,3,0,18.9465,3.12,1
13283,2000-2004,W,M,All,11376,6.9772,1,0,28.8174,0.86,1
13285,2000-2004,W,M,All,96820,6.2161,5,0,12.478,6.44,1
13287,2000-2004,W,M,All,13692,23.1692,3,0,52.5774,1.1,1
13289,2000-2004,W,M,All,14772,4.7716,1,0,24.4267,0.9,1
13291,2000-2004,W,M,All,44622,6.6982,5,0,14.5564,5.21,1
13293,2000-2004,W,M,All,48051,4.6796,2,0,13.855,3.76,1
13295,2000-2004,W,M,All,144055,6.0863,7,1.1336,11.039,9.45,1
13297,2000-2004,W,M,All,139310,3.9737,4,0,10.372,7.23,1
13299,2000-2004,W,M,All,61337,8.0145,4,0,17.3271,4.91,1
13301,2000-2004,W,M,All,6091,0,0,0,19.0523,0.7,1
13303,2000-2004,W,M,All,22567,8.4858,2,0,24.0214,1.81,1
13305,2000-2004,W,M,All,54849,10.2253,4,0,23.1929,3.33,1
13307,2000-2004,W,M,All,3137,0,0,0,29.9274,0.28,1
13309,2000-2004,W,M,All,11669,15.3545,1,0,49.0547,0.73,1
13311,2000-2004,W,M,All,52234,5.5046,3,0,15.3167,3.84,1
13313,2000-2004,W,M,All,204988,10.1428,11,3.8575,16.428,10.13,1
13315,2000-2004,W,M,All,14631,0,0,0,15.4195,1.11,1
13317,2000-2004,W,M,All,14868,0,0,0,13.9938,1.33,1
13319,2000-2004,W,M,All,14585,0,0,0,16.3248,1.05,1
13321,2000-2004,W,M,All,37889,4.2722,1,0,15.8562,2.66,1
15999,2000-2004,W,M,All,804711,5.5238,37,3.6778,7.3699,56.86,0
16001,2000-2004,W,M,All,766680,7.6686,38,5.1651,10.1721,38.48,0
16003,2000-2004,W,M,All,8703,18.4234,2,0,49.3156,0.84,1
16005,2000-2004,W,M,All,178861,7.4351,10,1.9088,12.9613,10.37,1
16007,2000-2004,W,M,All,15592,0,0,0,13.7674,1.34,1
16009,2000-2004,W,M,All,21030,13.0862,3,0,30.031,1.88,1
16011,2000-2004,W,M,All,97991,10.3184,7,1.9439,18.6928,5.8,1
16013,2000-2004,W,M,All,51420,0,0,0,11.2781,2.47,1
16015,2000-2004,W,M,All,17968,11.0771,1,0,35.6975,1.23,1
16017,2000-2004,W,M,All,94150,12.559,12,5.1138,20.0043,7.17,0
16019,2000-2004,W,M,All,208101,9.6264,12,3.7887,15.4641,11.46,0
16021,2000-2004,W,M,All,24519,3.341,1,0,16.297,1.89,1
16023,2000-2004,W,M,All,7158,35.2476,3,0,78.2925,0.66,1
16025,2000-2004,W,M,All,2569,0,0,0,37.9146,0.19,1
16027,2000-2004,W,M,All,350676,4.8083,12,1.4706,8.146,20.52,0
16029,2000-2004,W,M,All,18003,0,0,0,14.0948,1.28,1
16031,2000-2004,W,M,All,52949,5.9542,3,0,14.9583,3.88,1
16033,2000-2004,W,M,All,2485,59.9978,1,0,182.8845,0.15,1
16035,2000-2004,W,M,All,22348,15.0806,3,0,35.0729,2.02,1
16037,2000-2004,W,M,All,10687,7.0213,1,0,28.0244,0.95,1
16039,2000-2004,W,M,All,74819,13.7816,6,0.0674,27.4958,2.82,1
16041,2000-2004,W,M,All,29238,0,0,0,11.386,1.91,1
16043,2000-2004,W,M,All,30597,3.837,1,0,16.2068,2.12,1
16045,2000-2004,W,M,All,38131,11.4319,5,0,22.9391,3.48,1
16047,2000-2004,W,M,All,35950,0,0,0,9.0197,3.09,1
16049,2000-2004,W,M,All,38371,11.8325,5,0.011,23.6539,3.8,1
16051,2000-2004,W,M,All,49406,3.4916,1,0,14.6456,2.61,1
16053,2000-2004,W,M,All,47255,19.7736,8,5.8325,33.7148,3.18,1
16055,2000-2004,W,M,All,278122,6.2777,15,2.8385,9.7168,19.73,0
16057,2000-2004,W,M,All,86073,11.6506,7,2.2895,21.0116,4.95,1
16059,2000-2004,W,M,All,19134,13.9815,4,0,30.8393,1.94,1
16061,2000-2004,W,M,All,8879,0,0,0,16.3133,0.95,1
16063,2000-2004,W,M,All,10463,0,0,0,17.9488,0.78,1
16065,2000-2004,W,M,All,67252,16.5315,5,0.5226,32.5404,2.44,1
16067,2000-2004,W,M,All,47779,9.3004,4,0,19.9911,3.72,1
16069,2000-2004,W,M,All,85121,3.8081,4,0,8.8981,8.46,1
16071,2000-2004,W,M,All,10463,0,0,0,16.6372,0.9,1
16073,2000-2004,W,M,All,27456,4.3946,1,0,18.1713,1.81,1
16075,2000-2004,W,M,All,51388,8.3021,4,0,17.5122,3.86,1
16077,2000-2004,W,M,All,18157,5.2714,1,0,23.6796,1.08,1
16079,2000-2004,W,M,All,32333,10.4831,4,0,23.1824,3.16,1
16081,2000-2004,W,M,All,17670,12.9182,1,0,44.1462,0.68,1
16083,2000-2004,W,M,All,158258,6.9289,11,2.3441,11.5136,12.55,1
16085,2000-2004,W,M,All,19656,7.0172,1,0,24.0561,1.68,1
16087,2000-2004,W,M,All,23904,6.7224,2,0,20.3275,2.31,1
17001,2000-2004,W,M,All,155533,8.4291,16,3.8846,12.9735,14.98,0
17003,2000-2004,W,M,All,14941,5.3358,1,0,20.8006,1.54,1
17005,2000-2004,W,M,All,42133,4.6118,2,0,14.6709,3.23,1
17007,2000-2004,W,M,All,110100,13.1009,9,4.2097,21.9921,6.22,1
17009,2000-2004,W,M,All,15691,14.6395,2,0,38.2813,1.12,1
17011,2000-2004,W,M,All,84715,7.0187,7,0.5971,13.4403,7.85,1
17013,2000-2004,W,M,All,12742,0,0,0,13.7902,1.32,1
17015,2000-2004,W,M,All,39980,6.8231,3,0,16.8311,4.26,1
17017,2000-2004,W,M,All,33949,5.7465,2,0,16.7415,2.76,1
17019,2000-2004,W,M,All,368052,8.6656,23,5.0545,12.2767,21.1,0
17021,2000-2004,W,M,All,83855,8.849,8,2.2899,15.4082,7.17,1
17023,2000-2004,W,M,All,41018,10.9039,5,0.4504,21.3574,3.79,1
17025,2000-2004,W,M,All,34045,19.0345,8,5.5474,32.5216,3.38,1
17027,2000-2004,W,M,All,85671,9.1192,7,1.9433,16.2951,6.33,1
17029,2000-2004,W,M,All,119734,11.0173,12,4.6059,17.4287,8.45,0
17031,2000-2004,W,M,All,8945640,8.5167,624,7.8448,9.1886,588.3,0
17033,2000-2004,W,M,All,47502,6.0549,3,0,15.5673,4.21,1
17035,2000-2004,W,M,All,27120,3.6143,1,0,15.7006,2.18,1
17037,2000-2004,W,M,All,210709,7.9889,11,2.9275,13.0503,11.46,1
17039,2000-2004,W,M,All,40171,14.1368,6,1.923,26.3505,3.27,1
17041,2000-2004,W,M,All,47988,3.8305,2,0,12.7349,3.84,1
17043,2000-2004,W,M,All,1975186,7.2762,97,5.7991,8.7534,110.8,0
17045,2000-2004,W,M,All,45752,9.3597,5,0,18.7846,4.19,1
17047,2000-2004,W,M,All,16442,0,0,0,12.2925,1.64,1
17049,2000-2004,W,M,All,84328,6.4887,5,0,13.1812,6.13,1
17051,2000-2004,W,M,All,51008,9.4856,5,0.4801,18.4911,4.27,1
17053,2000-2004,W,M,All,33729,7.609,3,0,18.4631,3.19,1
17055,2000-2004,W,M,All,93452,14.2174,15,6.8363,21.5985,8.69,0
17057,2000-2004,W,M,All,89970,5.2982,6,0.3493,10.2471,9.02,1
17059,2000-2004,W,M,All,15031,5.2748,1,0,20.4656,1.5,1
17061,2000-2004,W,M,All,35228,4.5248,2,0,13.9403,3.29,1
17063,2000-2004,W,M,All,96274,11.2264,9,2.6722,19.7807,6.29,1
17065,2000-2004,W,M,All,20201,12.2523,3,0,28.2553,2.11,1
17067,2000-2004,W,M,All,47505,12.5964,7,2.3918,22.801,4.59,1
17069,2000-2004,W,M,All,11304,0,0,0,14.7234,1.15,1
17071,2000-2004,W,M,All,19958,0,0,0,12.2773,1.72,1
17073,2000-2004,W,M,All,122171,8.5936,11,3.2486,13.9387,10.54,1
17075,2000-2004,W,M,All,74337,11.9542,11,4.4642,19.4441,7.23,1
17077,2000-2004,W,M,All,124227,6.0162,6,0,12.5597,7.62,1
17079,2000-2004,W,M,All,24581,3.8795,1,0,16.3166,2.19,1
17081,2000-2004,W,M,All,91338,6.512,6,0.3158,12.7082,7.63,1
17083,2000-2004,W,M,All,52788,13.5608,7,2.5998,24.5218,3.96,1
17085,2000-2004,W,M,All,56018,5.4247,4,0,12.5332,5.47,1
17087,2000-2004,W,M,All,29879,11.767,3,0,27.3055,2.35,1
17089,2000-2004,W,M,All,1012390,7.3243,46,5.1363,9.5124,44.74,0
17091,2000-2004,W,M,All,214477,9.9857,20,5.4125,14.5588,15.39,0
17093,2000-2004,W,M,All,150919,4.3709,4,0,10.163,7.15,1
17095,2000-2004,W,M,All,122577,4.8073,7,0.5263,9.0883,11.76,1
17097,2000-2004,W,M,All,1481266,7.3768,67,5.5366,9.217,72.24,0
17099,2000-2004,W,M,All,267087,5.5406,15,2.2314,8.8498,23.25,0
17101,2000-2004,W,M,All,36882,1.9482,1,0,9.9565,3.78,1
17103,2000-2004,W,M,All,84369,8.0815,7,1.7447,14.4184,6.7,1
17105,2000-2004,W,M,All,90399,16.569,16,8.2377,24.9003,7.62,0
17107,2000-2004,W,M,All,69550,9.7179,7,2.2465,17.1892,5.77,1
17109,2000-2004,W,M,All,74343,7.1041,5,0,14.6427,5.65,1
17111,2000-2004,W,M,All,677912,9.0422,36,5.914,12.1704,30.57,0
17113,2000-2004,W,M,All,337475,11.1993,26,6.7882,15.6104,18.26,0
17115,2000-2004,W,M,All,227146,9.2414,24,5.4747,13.008,19.98,0
17117,2000-2004,W,M,All,117542,6.0609,8,1.432,10.6898,10.7,1
17119,2000-2004,W,M,All,577675,7.4849,41,5.1489,9.8208,43.01,0
17121,2000-2004,W,M,All,93982,5.8539,6,0,11.7842,8.28,1
17123,2000-2004,W,M,All,31888,14.5145,6,1.5066,27.5225,3.16,1
17125,2000-2004,W,M,All,38875,13.7928,6,1.7051,25.8805,3.64,1
17127,2000-2004,W,M,All,33891,2.3315,1,0,11.6782,3.12,1
17129,2000-2004,W,M,All,30694,4.0176,1,0,15.8377,2.27,1
17131,2000-2004,W,M,All,41423,12.652,6,1.6739,23.6302,3.69,1
17133,2000-2004,W,M,All,71420,9.4253,5,0.0834,18.7671,4.69,1
17135,2000-2004,W,M,All,72807,11.1438,9,3.4222,18.8654,6.44,1
17137,2000-2004,W,M,All,82394,6.9017,6,0.2303,13.573,6.89,1
17139,2000-2004,W,M,All,34642,10.0802,4,0,20.9633,3.15,1
17141,2000-2004,W,M,All,127301,7.694,9,2.1885,13.1994,9.43,1
17143,2000-2004,W,M,All,353378,7.1302,27,4.3695,9.891,29.53,0
17145,2000-2004,W,M,All,52134,7.6319,4,0,16.6141,4.39,1
17147,2000-2004,W,M,All,39745,0,0,0,8.7851,3.28,1
17149,2000-2004,W,M,All,41121,9.2337,5,0,18.767,4.36,1
17151,2000-2004,W,M,All,10149,0,0,0,15.5908,1.05,1
17153,2000-2004,W,M,All,11600,6.6824,1,0,26.0161,1.07,1
17155,2000-2004,W,M,All,14867,0,0,0,13.835,1.32,1
17157,2000-2004,W,M,All,76363,6.2831,5,0.1913,12.3749,6.39,1
17159,2000-2004,W,M,All,38177,4.9574,2,0,15.1137,3.62,1
17161,2000-2004,W,M,All,323281,8.2397,28,5.0325,11.4469,27.25,0
17163,2000-2004,W,M,All,432860,9.2909,37,6.2516,12.3301,32.21,0
17165,2000-2004,W,M,All,59427,8.7323,6,0.4884,16.9762,5.63,1
17167,2000-2004,W,M,All,401514,7.3026,28,4.5444,10.0608,29.69,0
17169,2000-2004,W,M,All,17492,0,0,0,11.8532,1.78,1
17171,2000-2004,W,M,All,13303,0,0,0,14.5639,1.18,1
17173,2000-2004,W,M,All,55493,10.7685,7,2.3646,19.1724,5.3,1
17175,2000-2004,W,M,All,15025,15.6772,3,0,36.6905,1.53,1
17177,2000-2004,W,M,All,105897,9.9737,12,3.3825,16.5649,9.81,0
17179,2000-2004,W,M,All,308740,7.8596,23,4.5148,11.2043,24.3,0
17181,2000-2004,W,M,All,43227,8.1541,4,0,18.3701,3.93,1
17183,2000-2004,W,M,All,177215,10.4861,21,5.8888,15.0835,15.57,0
17185,2000-2004,W,M,All,30713,12.3123,4,0,26.8123,2.72,1
17187,2000-2004,W,M,All,42939,4.7386,2,0,13.5003,3.72,1
17189,2000-2004,W,M,All,37199,7.2306,3,0,17.8514,3.37,1
17191,2000-2004,W,M,All,40880,5.8104,3,0,15.5677,3.94,1
17193,2000-2004,W,M,All,36021,10.1541,5,0.2902,20.0181,4.08,1
17195,2000-2004,W,M,All,143852,6.9929,11,2.4561,11.5298,12.37,1
17197,2000-2004,W,M,All,1203803,8.4107,57,6.1531,10.6683,54.51,0
17199,2000-2004,W,M,All,144175,8.4206,13,3.158,13.6832,12.42,0
17201,2000-2004,W,M,All,598657,9.9463,53,7.2245,12.6681,43.06,0
17203,2000-2004,W,M,All,87717,6.9785,6,0.2554,13.7016,6.94,1
18001,2000-2004,W,M,All,82692,5.675,4,0,12.7582,5.73,1
18003,2000-2004,W,M,All,709648,10.5665,59,7.8178,13.3152,44.89,0
18005,2000-2004,W,M,All,169415,6.3781,9,1.4846,11.2716,10.95,1
18007,2000-2004,W,M,All,22834,13.7106,3,0,32.3045,1.78,1
18009,2000-2004,W,M,All,33933,12.336,4,0,26.3182,2.63,1
18011,2000-2004,W,M,All,116998,11.3817,10,4.0926,18.6708,7.15,1
18013,2000-2004,W,M,All,37880,14.3999,4,0,29.3369,2.68,1
18015,2000-2004,W,M,All,50586,3.8373,2,0,13.0317,3.72,1
18017,2000-2004,W,M,All,99129,14.0002,12,5.7559,22.2446,7.23,0
18019,2000-2004,W,M,All,219302,10.3022,18,5.2676,15.3369,13.84,0
18021,2000-2004,W,M,All,64265,11.4721,7,2.0937,20.8505,4.72,1
18023,2000-2004,W,M,All,83149,8.1729,6,0.4983,15.8475,6.04,1
18025,2000-2004,W,M,All,27358,5.8964,2,0,20.1347,1.84,1
18027,2000-2004,W,M,All,73032,6.5217,4,0,14.1905,5.34,1
18029,2000-2004,W,M,All,116332,6.6593,6,0.1177,13.2009,6.87,1
18031,2000-2004,W,M,All,60471,10.6804,6,0.0945,21.2663,4.4,1
18033,2000-2004,W,M,All,100917,7.2941,5,0,14.7739,6.09,1
18035,2000-2004,W,M,All,260547,7.3893,18,3.7588,11.0197,18.14,0
18037,2000-2004,W,M,All,98603,3.485,3,0,9.8176,6.44,1
18039,2000-2004,W,M,All,431985,5.5738,18,2.9075,8.2402,25.77,0
18041,2000-2004,W,M,All,59672,9.0355,6,0.3181,17.753,4.73,1
18043,2000-2004,W,M,All,162584,8.6801,11,3.2981,14.0621,10.56,1
18045,2000-2004,W,M,All,43790,4.9031,2,0,14.5636,3.39,1
18047,2000-2004,W,M,All,56223,10.745,5,0,21.9092,3.67,1
18049,2000-2004,W,M,All,49952,3.663,2,0,12.2833,4.08,1
18051,2000-2004,W,M,All,77900,7.934,6,1.1998,14.6682,6,1
18053,2000-2004,W,M,All,157758,6.2576,9,1.5125,11.0027,12.39,1
18055,2000-2004,W,M,All,81378,7.7951,6,0.7528,14.8374,6.31,1
18057,2000-2004,W,M,All,482363,5.2281,12,1.9493,8.5069,20.26,0
18059,2000-2004,W,M,All,141241,9.2647,9,2.7529,15.7764,8.73,1
18061,2000-2004,W,M,All,87183,3.0307,2,0,10.3164,5.35,1
18063,2000-2004,W,M,All,275445,6.3233,11,2.3501,10.2964,14.53,1
18065,2000-2004,W,M,All,114538,8.7342,9,2.5692,14.8991,9.18,1
18067,2000-2004,W,M,All,186604,6.5244,11,1.9606,11.0882,13.03,1
18069,2000-2004,W,M,All,91807,5.3852,5,0,11.4691,6.89,1
18071,2000-2004,W,M,All,100693,16.662,13,7.2757,26.0482,6.51,0
18073,2000-2004,W,M,All,75729,7.2017,5,0,15.346,4.87,1
18075,2000-2004,W,M,All,52903,12.4034,6,1.1589,23.648,4.03,1
18077,2000-2004,W,M,All,76856,6.3276,4,0,13.9091,5.23,1
18079,2000-2004,W,M,All,68710,9.8611,5,0,20.3556,3.86,1
18081,2000-2004,W,M,All,289995,11.4866,22,6.4533,16.52,16.51,0
18083,2000-2004,W,M,All,92918,10.2333,9,2.6389,17.8277,7.35,1
18085,2000-2004,W,M,All,183985,5.6177,9,1.7293,9.5061,11.93,1
18087,2000-2004,W,M,All,89775,14.8705,8,3.7786,25.9624,4.83,1
18089,2000-2004,W,M,All,863936,7.967,62,5.9377,9.9963,62.94,0
18091,2000-2004,W,M,All,245523,7.1997,16,3.42,10.9793,18.15,0
18093,2000-2004,W,M,All,111115,4.1408,5,0,10.1402,8.38,1
18095,2000-2004,W,M,All,293943,7.0696,20,3.7513,10.388,23.22,0
18097,2000-2004,W,M,All,1528825,7.568,88,5.962,9.174,91.99,0
18099,2000-2004,W,M,All,112700,8.4758,8,1.9145,15.0372,7.48,1
